Species,Population,Year,Altitude
Su,3.0,2025,845.0
Su,12.0,2025,845.0
Su,15.0,2025,875.0
Su,2.0,2025,875.0
Su,4.0,2025,905.0
Su,13.0,2025,905.0
Su,19.0,2025,935.0
Su,5.0,2025,935.0
Su,1.0,2025,965.0
Su,7.0,2025,965.0
Su,11.0,2025,995.0
Su,1.0,2025,995.0
Su,1.0,2025,1025.0
Su,0.0,2025,1025.0
Su,5.0,2025,1055.0
Su,0.0,2025,1055.0
Su,4.0,2025,1085.0
Su,38.0,2025,1085.0
Su,4.0,2025,1115.0
Su,0.0,2025,1115.0
Su,1.0,2025,1145.0
Su,0.0,2025,1145.0
Su,0.0,2025,1175.0
Su,0.0,2025,1175.0
Su,3.0,2025,1205.0
Su,5.0,2025,1205.0
Su,0.0,2025,1235.0
Su,1.0,2025,1235.0
Su,0.0,2025,1265.0
Su,0.0,2025,1265.0
Su,0.0,2025,1295.0
Su,0.0,2025,1295.0
Su,0.0,2025,1325.0
Su,2.0,2025,1325.0
Su,0.0,2025,1355.0
Su,0.0,2025,1355.0
Su,0.0,2025,1385.0
Su,0.0,2025,1385.0
Su,0.0,2050,215.0
Su,0.0,2050,215.0
Su,0.0,2050,245.0
Su,0.0,2050,245.0
Su,1.1551974946111851,2050,275.0
Su,0.0,2050,275.0
Su,1.1487694519245957,2050,305.0
Su,0.0,2050,305.0
Su,2.936541845171528,2050,335.0
Su,0.0,2050,335.0
Su,5.518566628979073,2050,365.0
Su,1.410782845588995,2050,365.0
Su,8.186842715108265,2050,395.0
Su,1.9152466543483455,2050,395.0
Su,15.066984172150216,2050,425.0
Su,4.201965838454958,2050,425.0
Su,37.45997796497334,2050,455.0
